                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6846,                 1.6581,                 1.2042,                0.44668,                0.15821,                0.15011,                0.07665,                   1.57,                 1.3609,                 1.1306,               0.067132,               0.000332,               0.000332
